온실가스배출량,성별,나이,OTT이용여부,OTT서비스1순위,OTT서비스2순위,OTT서비스3순위,OTT컨텐츠1순위,OTT컨텐츠2순위,OTT컨텐츠3순위,OTT매체1순위,OTT매체2순위,OTT매체3순위,이용빈도,1회이용시간,OTT서비스결제유형,최근3개월유료결제이용여부,스마트폰데이터무제한요금제가입여부,타블렛PC보유여부
0.30414888,2,27,1,10,8, ,6,4, ,2,4, ,2,90,3,1,2,1
0.3379432,2,25,1,10,12, ,6,2,4,2,1, ,1,100,3,1,1,1
0.11405583,1,24,1,10,2, ,6,1, ,1, , ,1,90,1,2,1,2
0.07603722,2,28,1,8,10,12,4,6,1,1, , ,1,60,1,2,2,2
0.3801861,2,30,1,8,12,10,4,2,6,1,3,4,1,300,3,1,1,2
0.05069148,1,60,1,10, , ,6,7, ,1, , ,5,40,1,2,2,2
0.19009305,2,33,1,10,8, ,6, , ,1, , ,1,150,1,1,1,1
0.15207444,1,31,1,10, , ,6, , ,1, , ,2,120,1,2,1,2
0.30414888,1,28,1,10, , ,6,7,1,3,2,1,1,90,1,2,2,1
0.60829776,2,27,1,8,10, ,2,1,4,5,3,1,4,120,3,1,1,2
0.03801861,2,60,1,10, , ,6, , ,1, , ,2,30,1,2,2,2
0.01267287,2,39,1,10,9,6,1,7,4,1,3,2,5,10,1,2,2,2
0.01267287,2,18,1,10,6, ,1,6,7,1,3,2,5,10,1,2,2,2
0.01267287,1,35,1,10,6,9,1,6,7,1,3,4,5,10,1,2,2,2
0.02534574,2,41,1,10,8,9,1,4,5,1,3,4,5,20,1,2,2,2
0.02534574,1,39,1,10,8,6,4,1,6,1,3,4,5,20,1,2,1,2
0.01267287,1,72,1,9,10,1,1,6,3,1, , ,7,10,1,2,2,2
0.019009305,2,65,1,10,8,9,1,3,6,1, , ,6,15,1,2,2,2
0.07603722,1,38,1,8,9,10,1,5,6,1,3, ,5,60,1,2,1,2
0.03801861,1,41,1,10, , ,6,1,3,1, , ,5,30,1,2,2,2
0.06336435,2,40,1,10, , ,1,3,6,1, , ,5,50,1,2,2,2
0.03801861,2,13,1,10,9, ,6,3,1,1, , ,5,30,1,2,2,1
0.03801861,1,12,1,10,9, ,3,1,6,1, , ,5,30,1,2,2,1
0.019009305,1,70,1,4, , ,1,3, ,1, , ,7,15,1,2,2,2
0.01267287,1,36,1,10, , ,3,6,1,1, , ,1,10,1,2,1,2
0.019009305,2,32,1,10,4,6,6,1,4,1, , ,1,15,1,2,2,2
0.07603722,1,45,1,10, , ,1,3,7,1, , ,1,60,1,2,1,2
0.03801861,2,44,1,10,8,9,6,5,1,1,3,4,1,30,1,2,1,2
0.11405583,1,19,1,10,8, ,6,5,7,1,3,4,1,90,1,2,1,2
0.07603722,1,14,1,10,9,8,6,1,5,1,4,5,1,60,1,2,2,2
0.07603722,2,48,1,10,1,6,1,2,8,1,4, ,1,60,1,2,2,2
0.30414888,1,17,1,10, , ,6,1, ,1, , ,1,240,1,2,2,2
0.22811166,1,16,1,10, , ,5,7,6,1, , ,1,180,1,2,2,2
0.07603722,1,40,1,10, , ,6, , ,1, , ,5,60,1,2,1,2
0.15207444,2,40,1,10, , ,5,6, ,1, , ,4,120,1,2,1,2
0.15207444,2,14,1,10, , ,6,1,3,1, , ,1,120,1,2,2,2
0.03801861,2,11,1,10, , ,6, , ,1, , ,7,30,1,2,2,2
0.11405583,1,44,1,10,8, ,4,1,2,1,2, ,2,90,3,1,2,1
0.15207444,2,39,1,8,10,1,1,4,3,1,2,3,1,120,3,1,1,1
0.15207444,2,17,1,10,8,1,1,7,3,1,2,3,4,120,1,2,1,1
0.11405583,1,15,1,10,8,6,6,4,7,1,3,2,1,90,1,2,1,1
0.05069148,2,12,1,8,10,1,1,4,5,1,3,2,1,40,1,2,1,1
0.03801861,1,46,1,10, , ,6,1, ,1, , ,2,30,1,2,2,2
0.03801861,2,41,1,10,9, ,6,3, ,1, , ,1,30,1,2,2,2
0.07603722,1,53,1,10,7,9,4,1,3,1, , ,1,60,1,2,2,2
0.15207444,2,25,1,10, , ,6,7,1,1, , ,1,120,1,2,1,1
0.10138296,2,23,1,10,8,3,6,4,2,2,1,4,1,30,1,2,2,1
0.05069148,2,21,1,10, , ,6,7, ,1,4, ,1,40,1,2,2,1
0.07603722,1,55,1,10,2, ,3,1,6,1, , ,1,60,1,2,2,2
0.11405583,2,51,1,10,1,2,1,3,6,1, , ,1,90,1,1,2,2
0.07603722,2,25,1,10,8,1,1,3,7,1, , ,1,60,3,1,1,2
0.03801861,2,24,1,10,7,1,1,4,6,1, , ,1,30,1,2,2,2
0.03801861,2,55,1,10, , ,6, , ,1, , ,3,30,1,2,2,2
0.15207444,2,22,1,10,1,8,1,3,5,1, , ,1,120,3,1,1,2
0.03801861,1,50,1,10, , ,6,1, ,1, , ,5,30,1,2,2,2
0.03801861,2,45,1,10, , ,6, , ,1, , ,5,30,1,2,2,2
0.03801861,1,18,1,10,7, ,6,7, ,1,3, ,3,30,1,2,2,2
0.03801861,1,16,1,10,7, ,6,7, ,1,3, ,3,30,1,2,2,2
0.19009305,1,57,1,8, , ,4,1,3,1,3,5,2,150,3,1,1,2
0.01267287,2,56,1,2,10,9,1,3,6,1, , ,1,10,1,2,1,2
0.01267287,1,29,1,2,10,9,1,4,6,1, , ,1,10,1,2,1,2
0.03801861,2,26,1,10,9, ,1,6,7,1, , ,5,30,1,2,1,2
0.019009305,1,53,1,3, , ,1, , ,1, , ,7,15,1,2,1,2
0.15207444,2,49,1,10,8, ,4,5, ,1,5, ,5,120,3,1,2,2
0.20276592,1,23,1,10,9, ,6, , ,3,1, ,1,60,3,1,1,2
0.40553184,1,20,1,10,8,9,6,5,7,3,1, ,1,120,3,1,1,2
0.17742018,1,50,1,10,6,9,6,4,3,1,4,5,1,140,1,2,2,2
0.03801861,2,50,1,10, , ,6,1, ,1, , ,4,30,1,2,2,2
0.15207444,2,22,1,10,8, ,6,4,2,1,4, ,1,120,3,1,2,2
0.22811166,1,19,1,10,8,13,1,3,6,1,3,4,1,180,1,1,2,2
0.03801861,1,57,1,10, , ,6,1, ,1, , ,3,30,1,2,2,2
0.19009305,2,54,1,10, , ,1,3,7,1,5, ,1,150,1,2,2,2
0.010138296,1,35,1,10,2,9,1,6, ,1, , ,1,8,1,2,2,2
0.07603722,2,30,1,2,8,10,1,3,4,1, , ,1,60,1,2,1,2
0.07603722,2,43,1,10,8, ,6,7,5,1,3, ,4,60,3,1,2,2
0.15207444,2,19,1,8,10, ,4,5, ,1,4, ,2,120,1,2,2,2
0.26613027,1,16,1,10,8, ,6,1,4,1,4, ,2,210,1,2,2,2
0.26613027,1,13,1,10, , ,1, , ,1, , ,1,210,1,2,2,2
0.11405583,1,29,1,10,8,12,6,4,5,1,4, ,5,90,3,1,1,1
0.03801861,1,46,1,8, , ,6, , ,1, , ,3,30,1,2,1,2
0.07603722,2,42,1,2, , ,1, , ,1, , ,4,60,1,2,1,2
0.02534574,1,46,1,10, , ,6,1, ,1, , ,1,20,1,2,1,2
0.11405583,2,52,1,2,1, ,1,6, ,1, , ,3,90,1,1,1,2
0.07603722,1,54,1,10, , ,6,3, ,1, , ,2,60,1,2,2,2
0.07603722,2,52,1,10, , ,6,7, ,1, , ,5,60,1,2,2,2
0.11405583,2,19,1,10,8,1,1,4,2,1,4,2,1,90,1,2,1,2
0.02534574,2,45,1,10, , ,1, , ,1, , ,4,20,1,2,1,1
0.15207444,2,26,1,8,7, ,1,6,7,1, , ,4,120,1,2,1,2
0.03801861,1,54,1,10, , ,6, , ,1, , ,1,30,1,2,1,2
0.07603722,2,51,1,10, , ,6,1, ,1, , ,3,60,1,2,1,2
0.07603722,1,59,1,10, , ,6,1,3,1,4,3,1,60,1,2,1,2
0.03801861,2,53,1,10,1,7,6,1,5,1,2,3,1,30,1,2,2,1
0.02534574,1,44,1,10, , ,6,3,1,1, , ,1,20,1,2,2,2
0.03801861,1,42,1,10, , ,6,1,7,1, , ,1,30,1,2,2,2
0.01267287,1,62,1,10, , ,6, , ,1, , ,5,10,1,2,2,2
0.03801861,1,36,1,10, , ,6,7,1,1, , ,1,30,1,2,2,2
0.03801861,1,44,1,10, , ,6,1,3,1, , ,1,30,1,2,2,2
0.02534574,2,38,1,10, , ,6,7,1,1, , ,1,20,1,2,2,2
0.03801861,2,12,1,10, , ,6,7, ,1, , ,2,30,1,2,2,2
0.03801861,1,10,1,10, , ,6,7, ,1, , ,1,30,1,2, ,2
0.02534574,2,6,1,10, , ,6, , ,1, , ,1,20,1,2, ,2
0.019009305,2,55,1,10, , ,6,1, ,1, , ,4,15,1,2,2,1
0.03801861,1,20,1,10, , ,6,1,7,1, , ,1,30,1,2,1,2
0.03801861,2,56,1,10, , ,6,7,3,1, , ,1,30,1,2,2,2
0.02534574,1,40,1,10, , ,6,1,4,1, , ,1,20,1,2,1,2
0.02534574,2,40,1,10, , ,6,7, ,1, , ,1,20,1,2,1,2
0.031682175,1,15,1,10, , ,6,7,1,1, , ,3,25,1,2,2,2
0.03801861,2,13,1,10, , ,6,7,1,1, , ,1,30,1,2,2,2
0.02534574,1,53,1,10, , ,6,1, ,1, , ,4,20,1,2,2,2
0.019009305,2,46,1,10, , ,6,7, ,1, , ,4,15,1,2,2,2
0.03801861,1,19,1,10, , ,6,7,1,1, , ,1,30,1,2,1,2
0.01267287,2,53,1,10, , ,6,7, ,1, , ,5,10,1,2,1,2
0.019009305,1,18,1,10, , ,6,7,4,1, , ,3,15,1,2,2,2
0.01267287,1,40,1,10, , ,6,3, ,1, , ,3,10,1,2,2,2
0.02534574,2,43,1,10, , ,6,7, ,1, , ,4,20,1,2,1,2
0.019009305,1,8,1,10, , ,6,7, ,1, , ,1,15,1,2,2,1
0.019009305,1,50,1,10, , ,6,3,1,1, , ,4,15,1,2,2,2
0.02534574,2,51,1,10, , ,6,7, ,1, , ,5,20,1,2,2,2
0.02534574,1,12,1,10, , ,6,7, ,1, , ,3,20,1,2,2,2
0.02534574,2,37,1,10,8, ,6,7,1,1, , ,2,20,1,2,2,2
0.02534574,1,49,1,10, , ,6,1,3,1, , ,2,20,1,2,2,2
0.02534574,2,50,1,10, , ,6,1,7,1, , ,4,20,1,2,2,2
0.044355045,1,17,1,10, , ,6,7,1,1, , ,2,35,1,2,2,2
0.03801861,1,14,1,10, , ,6,7,3,1, , ,2,30,1,2,2,2
0.019009305,1,46,1,10, , ,1,3,6,1, , ,4,15,1,2,1,2
0.01267287,2,46,1,10, , ,6,1, ,1, , ,1,10,1,2,2,2
0.02534574,1,20,1,10, , ,1,6,3,1, , ,4,20,1,2,2,2
0.031682175,1,13,1,10, , ,6,1,3,1, , ,2,25,1,2,2,2
0.41820471,1,52,1,1,10,4,1, , ,1, , ,1,330,1,2,1,2
0.22811166,1,22,1,10,8,6,6,4,7,1,3, ,1,180,1,2,2,2
0.15207444,1,18,1,8,10,6,7,4,1,1,3, ,2,120,3,1,2,2
0.03801861,1,62,1,10, , ,1, , ,1, , ,2,30,1,2,2,2
0.03801861,2,53,1,10, , ,1, , ,1, , ,2,30,1,2,1,2
0.07603722,2,22,1,10, , ,4,1,7,1, , ,1,60,1,2,2,2
0.03801861,2,20,1,10, , ,1,7,6,1,4, ,1,30,1,2,2,2
0.03801861,2,54,1,10, , ,1,6, ,1, , ,2,30,1,2,2,2
0.15207444,2,28,1,8,3,7,1,2,5,1,4,2,5,120,3,1,1,2
0.02534574,1,25,1,10, , ,6,7, ,1,3, ,1,20,1,2,1,2
0.019009305,1,26,1,9,10, ,1,6,7,1, , ,5,15,1,2,1,2
0.01267287,1,61,1,3,10, ,1,6, ,1, , ,1,10,1,2,1,2
0.01267287,1,28,1,3,10, ,1,6, ,1, , ,1,10,1,2,2,2
0.07603722,1,26,1,10,2, ,1,6, ,1, , ,3,60,1,2,2,2
0.07603722,1,54,1,10, , ,5, , ,1,5, ,5,60,1,2,1,2
0.01267287,2,53,1,10, , ,6, , ,1, , ,6,10,1,2,2,2
0.19009305,1,19,1,10, , ,6,7, ,1,4, ,1,150,1,2,2,2
0.03801861,1,50,1,10,8,6,5,3,1,1,3,4,1,30,1,2,2,1
0.07603722,2,47,1,8,10,9,3,5,1,1,3,4,1,60,1,2,2,1
0.019009305,2,51,1,6,10, ,6,7, ,1,4,5,1,15,1,2,2,2
0.01267287,1,24,1,10, , ,6,1,4,1,3, ,1,10,1,2,1,2
0.03801861,1,62,1,10,8, ,6,5,1,1, , ,1,30,1,2,2,2
0.02534574,1,34,1,10,8, ,4,6,7,1,3, ,1,20,3,1,1,1
0.15207444,2,29,1,2,10,6,3,4, ,1,2,3,5,120,3,1,1,1
0.26613027,1,40,1,10,6, ,3,7, ,1,5,4,1,210,1,2,1,2
0.22811166,2,38,1,10,1, ,1,3, ,1,5, ,1,180,1,1,1,2
0.11405583,1,46,1,10, , ,6,1,7,1, , ,1,90,1,2,2,2
0.22811166,2,14,1,10, , ,6,7, ,1, , ,1,180,1,2,2,2
0.17742018,1,39,1,10,2, ,3,1,4,1,4,5,2,140,1,1,1,2
0.07603722,2,29,1,10, , ,4,7,6,1, , ,4,60,1,2,1,2
0.03801861,1,27,1,10, , ,6,1,7,1, , ,1,30,1,2,2,2
0.07603722,1,21,1,8,10,12,6,4,3,1, , ,1,60,1,2,2,2
0.03801861,2,27,1,10,7,8,1,4,7,1,4, ,5,30,1,2,2,2
0.05069148,1,25,1,10,9,7,2,7,4,1,4, ,4,40,1,2,2,2
0.15207444,2,50,1,8, , ,4,2,1,1,4,5,2,120,2,1,2,2
0.11405583,1,27,1,8,6,10,1,4,7,1,5,4,1,90,3,1,1,1
0.02534574,1,25,1,10,4,1,4,6,7,1,2,4,1,20,1,2,1,1
0.03801861,1,22,1,10,9,6,6,4,7,1,2,4,1,30,1,2,1,1
0.06336435,2,25,1,8,12,3,2,4,5,1,4,2,1,50,3,1,2,2
0.07603722,2,23,1,6,8,10,6,4,2,1,2,3,1,60,1,2,2,1
0.15207444,2,24,1,8, , ,4, , ,1, , ,1,120,1,2,2,1
0.11405583,2,21,1,8,10, ,6,1,5,1,4, ,2,90,1,2,2,1
0.30414888,1,49,1,8,10,1,5,3,1,1,4,2,1,240,1,2,1,1
0.29147601,2,49,1,7,8,10,1,4,7,1,2,4,1,230,1,2,2,1
0.22811166,2,15,1,10,8,7,1,5,3,1,2,3,1,180,1,2,1,1
0.07603722,2,16,1,10,4,9,1,3,6,1,2,5,1,60,1,2,2,1
0.02534574,1,45,1,10, , ,6, , ,1, , ,2,20,1,2,2,2
0.019009305,2,45,1,10, , ,1,6, ,1, , ,2,15,1,2,2,2
0.02534574,1,13,1,10, , ,6,7,1,1, , ,1,20,1,2,2,2
0.019009305,1,64,1,10, , ,6, , ,1, , ,4,15,1,2,2,2
0.02534574,2,62,1,10, , ,6, , ,1, , ,4,20,1,2,2,2
0.03801861,1,54,1,10, , ,1,6, ,1, , ,4,30,1,2,1,2
0.01267287,2,50,1,2, , ,1, , ,1, , ,7,10,1,2,2,2
0.15207444,2,24,1,10,7,8,1,3, ,1, , ,1,120,1,2,1,2
0.07603722,1,23,1,10,8,12,1,4,5,1,3, ,1,60,1,2,1,2
0.03801861,1,48,1,10, , ,6,1,7,1, , ,2,30,1,2,2,2
0.02534574,2,48,1,10, , ,6,7, ,1, , ,2,20,1,2,2,2
0.03801861,2,16,1,10, , ,6,7,1,1, , ,1,30,1,2,2,2
0.03801861,2,13,1,10, , ,6,7,1,1, , ,1,30,1,2,2,2
0.03801861,1,55,1,10, , ,1,6,3,1, , ,4,30,1,2,2,2
0.01267287,1,60,1,10, , ,6, , ,1, , ,7,10,1,2,2,2
0.01267287,2,54,1,10, , ,6,7, ,1, , ,5,10,1,2,2,2
0.031682175,1,32,1,10, , ,6,1,7,1, , ,3,25,1,2,2,1
0.019009305,2,30,1,10, , ,6,7,1,1, , ,3,15,1,2,2,2
0.019009305,1,53,1,10, , ,6,3,1,1, , ,4,15,1,2,2,2
0.01267287,2,51,1,10, , ,6, , ,1, , ,5,10,1,2,2,2
0.01267287,1,56,1,10, , ,6,3, ,1, , ,5,10,1,2,2,2
0.02534574,2,53,1,10, , ,6, , ,1, , ,4,20,1,2,2,2
0.02534574,1,20,1,10, , ,6,1,3,1, , ,1,20,1,2,2,2
0.02534574,1,46,1,10,8, ,1,6, ,1, , ,2,20,3,1,1,2
0.07603722,1,48,1,10, , ,6,1, ,1, , ,5,60,1,2,1,1
0.02534574,2,12,1,10,13, ,8,7,6,1, , ,1,20,1,2,2,1
0.02534574,1,9,1,10, , ,8,6, ,1, , ,1,20,1,2,2,1
0.019009305,1,63,1,10, , ,6,1,7,1, , ,3,15,1,2,1,2
0.15207444,1,37,1,10,8,1,3,1,7,1,4, ,1,120,1,1,1,2
0.07603722,1,42,1,10,1, ,6,1,3,1, , ,2,60,3,1,1,2
0.07603722,2,42,1,10,1, ,1,3,6,1, , ,2,60,3,1,2,2
0.07603722,1,50,1,3, , ,3,4, ,1, , ,7,60,3,1,1,1
0.07603722,2,43,1,10, , ,1,4, ,1, , ,5,60,1,2,2,2
0.07603722,2,18,1,10,9,8,6,4,5,1,4,2,1,60,1,2,2,2
0.07603722,2,9,1,10, , ,6, , ,1, , ,5,60,1,2,2,1
0.03801861,2,53,1,10, , ,6, , ,1, , ,5,30,1,2,2,2
0.11405583,2,28,1,10, , ,6,3,7,1, , ,1,90,1,1,1,2
0.02534574,1,63,1,10, , ,6,7, ,1, , ,5,20,1,2,2,2
0.07603722,1,26,1,10,8, ,4,7, ,1,3, ,1,60,1,2,1,2
0.15207444,2,27,1,10,8, ,6,4, ,1, , ,1,120,1,2,1,2
0.15207444,1,23,1,10,8, ,6,4,1,1,2,3,1,120,3,1,2,2
0.03801861,1,29,1,10, , ,6, , ,1, , ,1,30,1,2,2,2
0.03801861,1,51,1,10,1,5,6,1,3,1,4,5,1,30,1,2,1,2
0.07603722,2,24,1,10,8,12,1,4,5,1,2,5,1,60,1,2,1,2
0.03801861,2,21,1,10,8,12,1,4,6,1,4,5,1,30,1,2,1,1
0.03801861,1,16,1,10,2,8,6,1, ,1, , ,2,30,1,2,1,2
0.02534574,1,41,1,10, , ,6, , ,1, , ,2,20,1,2,1,2
0.03801861,2,40,1,10, , ,3,7, ,1, , ,5,30,1,2,2,2
0.03801861,1,58,1,10, , ,6, , ,1,3, ,2,30,1,2,2,2
0.07603722,2,54,1,10, , ,6,7, ,1, , ,5,60,1,2,2,2
0.06758864,1,25,1,13,10,6,6,1,7,4,1,3,1,20,1,2,2,2
0.15207444,2,24,1,8,10, ,5,4,1,1, , ,1,120,3,1,2,2
0.22811166,1,22,1,8,10,6,5,1,6,1,2,3,4,180,3,1,1,2
0.30414888,1,20,1,10,8, ,7,6,4,1,3,4,1,240,1,2,2,2
0.07603722,2,58,1,10, , ,6, , ,1, , ,1,60,1,2,2,2
0.22811166,2,26,1,10, , ,7,6,1,1, , ,1,180,1,2,2,2
0.019009305,1,24,1,10, , ,6,7, ,1,4,2,1,15,1,2,2,2
0.60829776,1,34,1,10,2,8,6,1,4,3,1,5,2,180,1,2,1,2
0.22811166,2,33,1,2,10, ,3,4,6,1, , ,1,180,1,2,1,2
0.15207444,1,10,1,10, , ,4,7,3,1,3, ,2,120,1,2,2,2
0.15207444,2,8,1,10,13, ,6, , ,1, , ,3,120,1,2,2,2
0.019009305,1,53,1,10, , ,6, , ,1, , ,1,15,1,2,1,2
0.02534574,2,46,1,10, , ,6, , ,1, , ,1,20,1,2,2,2
0.031682175,1,57,1,10, , ,6,7, ,1, , ,1,25,1,2,2,2
0.019009305,2,55,1,10, , ,6, , ,1, , ,1,15,1,2,2,2
0.02534574,2,24,1,10, , ,6,7,4,1, , ,1,20,1,2,2,2
0.006336435,1,65,1,10, , ,6,7, ,1, , ,1,5,1,2,1,2
0.01267287,2,58,1,10,7, ,6,7,1,1, , ,4,10,1,2,1,2
0.035484036,1,32,1,10,8, ,6,7,2,1,3, ,1,28,1,2,1,2
0.019009305,2,37,1,10, , ,6,7,3,1,3, ,1,15,1,2,1,2
0.07603722,1,43,1,10,8,6,1,6, ,1,2,4,3,60,1,2,1,1
0.05069148,2,43,1,4,8,6,3,1,5,1,2,4,1,40,1,2,2,1
0.05069148,1,14,1,10,8,4,1,6,5,1,4,2,4,40,1,2,2,2
0.15207444,1,49,1,8,10, ,5,7, ,1,2, ,1,120,3,1,1,1
0.07603722,2,50,1,10, , ,6, , ,1, , ,1,60,1,2,2,2
0.15207444,2,23,1,10,4, ,8,6,7,1,3,5,3,120,1,2,2,2
0.45622332,2,13,1,10, , ,6,7, ,1,2, ,1,360,1,2,2,2
0.01267287,1,54,1,10, , ,6, , ,1, , ,2,10,1,2,2,2
0.07603722,2,53,1,10, , ,6, , ,1, , ,1,60,1,2,1,2
0.05069148,1,17,1,10, , ,6,7, ,1, , ,1,40,1,2, ,1
0.07603722,1,56,1,10, , ,6, , ,1, , ,4,60,1,2,2,2
0.01267287,1,26,1,10, , ,6,7,1,1,3, ,1,10,1,2,2,2
0.07603722,1,17,1,10,8, ,1,6,5,1,3, ,1,60,1,2,1,2
0.01267287,2,58,1,10, , ,6,7,1,1, , ,1,10,1,2,2,2
0.02534574,1,20,1,10,1, ,6,7,1,1, , ,1,20,1,2,2,2
0.05069148,1,46,1,10,1,5,4,3,6,1, , ,2,40,1,2,2,1
0.02534574,1,51,1,10, , ,1,3, ,1, , ,3,20,1,2,1,2
0.15207444,1,21,1,10, , ,6, , ,1, , ,5,120,1,2,2,1
0.07603722,1,54,1,10, , ,1,6, ,1, , ,1,60,1,2,2,2
0.03801861,2,51,1,10, , ,5,6, ,1, , ,6,30,1,2,1,2
0.044355045,1,47,1,2,10, ,1,4,6,1,5, ,4,35,3,1,2,2
0.03801861,2,44,1,2,10, ,1,6,4,1,5, ,5,30,1,2,1,2
0.03801861,1,46,1,9,6,10,1,3,4,1, , ,2,30,1,2,2,2
0.15207444,2,40,1,10, , ,1,3, ,1,3, ,5,120,1,2,1,2
0.02534574,2,37,1,10,8, ,1,4,6,1, , ,1,20,1,2,2,2
0.34216749,2,52,1,10,8, ,3,7, ,1,5,4,1,270,1,2,2,2
0.02534574,1,67,1,10, , ,7,6,1,1, , ,1,20,1,2,1,1
0.07603722,2,59,1,10, , ,6,1, ,1, , ,1,60,1,2,1,2
0.019009305,1,41,1,10,1,8,1,4,6,1, , ,1,15,1,2,2,2
0.02534574,1,38,1,8,1,10,1,6, ,1, , ,5,20,1,2,2,2
0.91244664,2,34,1,10,2,12,3,4,6,5,1,4,3,180,1,2,2,2
0.41820471,2,32,1,10,2,9,3,7,1,1,5,4,5,330,1,2,2,2
0.07603722,1,54,1,10,9, ,4,6,3,1, , ,2,60,1,2,2,1
0.019009305,2,43,1,4, , ,1, , ,1, , ,7,15,1,2,2,2
0.05069148,1,16,1,10,1,8,5,1,4,1, , ,2,40,1,2,2,2
0.05069148,1,13,1,10,9, ,1,6, ,1, , ,1,40,1,2,2,2
0.03801861,1,47,1,10,5,7,1,3,4,1, , ,1,30,1,2,2,2
0.01267287,2,45,1,2,10, ,1,6,7,1, , ,1,10,1,2,2,2
0.03801861,1,18,1,10, , ,1,3,6,1, , ,1,30,1,2,2,2
0.45622332,2,48,1,10, , ,3,7, ,5,1, ,1,90,1,2,2,2
0.019009305,1,57,1,10, , ,6, , ,1, , ,1,15,1,2,1,2
0.10138296,1,59,1,10,9, ,1,3,4,1, , ,5,80,1,2,2,2
0.02534574,1,25,1,10, , ,6,3,7,1, , ,1,20,1,2,1,2
0.06336435,1,29,1,10,1, ,3,1,7,1, , ,2,50,1,2,2,2
0.40553184,2,24,1,7,10,3,6,1,3,2,1,5,2,120,3,1,1,1
0.30414888,1,20,1,8,3,10,3,1,6,1,2,5,1,240,1,1,2,1
0.006336435,1,54,1,10, , ,6,3, ,1, , ,1,5,1,2,1,2
0.006336435,2,53,1,10, , ,6, , ,1, , ,3,5,1,2,1,2
0.019009305,2,21,1,10,8, ,6,7,4,1,3, ,1,15,1,2,1,2
0.03801861,1,23,1,10, , ,4,3,1,1, , ,1,30,1,2,1,1
0.03801861,2,46,1,10,9,8,6,7,3,1, , ,1,30,1,2,1,2
0.05069148,1,45,1,10,2,7,1,4,6,1, , ,1,40,1,2,1,1
0.03801861,1,15,1,10,9, ,1,6,3,1, , ,1,30,1,2,2,1
0.03801861,1,12,1,9,10, ,6,3, ,1, , ,5,30,1,2,1,2
0.02534574,2,47,1,2, , ,1, , ,1, , ,7,20,1,2,2,1
0.22811166,1,20,1,10,8, ,1,3, ,1,2,5,1,180,1,2,2,1
0.1267287,2,17,1,10,6,3,1,4,6,1,5,3,5,100,1,2,2,1
0.006336435,1,47,1,10, , ,6,1,7,1, , ,1,5,1,2,1,2
0.19009305,2,47,1,10,8, ,3,7, ,1,5,4,1,150,1,2,2,1
0.07603722,2,47,1,10, , ,6,1, ,1, , ,1,60,1,2,2,1
0.07603722,1,60,1,10,6,7,6,4,1,1,3,5,3,60,1,2,2,2
0.06336435,1,29,1,10,8,9,4,5,6,1,2,4,3,50,1,1,1,1
0.08871009,1,27,1,10,8, ,6,5,1,1,2,4,3,70,1,2,1,1
0.07603722,1,54,1,10, , ,5,6,4,1,3, ,3,60,1,2,1,2
0.07603722,2,52,1,10,8, ,3,7,4,1,5, ,1,60,1,2,2,2
0.26613027,2,26,1,8,10, ,3,7,1,1,2,5,1,210,1,1,2,1
0.07603722,1,48,1,10,9, ,1,6,7,1,3, ,5,60,1,2,2,2
0.03801861,2,44,1,1,10, ,1,6,7,1, , ,2,30,1,2,2,2
0.03801861,2,9,1,10,1, ,1,7,6,1, , ,2,30,1,2,2,2
0.07603722,2,54,1,2,10, ,1,3,7,1, , ,1,60,1,2,2,2
0.02534574,1,57,1,10, , ,6,7, ,1,3, ,1,20,1,2,2,2
0.03801861,2,26,1,10,2,8,1,6,4,1,4, ,1,30,3,1,2,2
0.07603722,1,45,1,10,6,2,6,3,1,1,4,2,1,60,1,2,2,1
0.11405583,2,46,1,10,6, ,6,4,7,1,3, ,1,90,1,2,2,1
0.20276592,1,18,1,10,6,2,6,7,3,2,1,3,1,60,1,2,2,1
0.20276592,1,15,1,10,6,2,6,7,3,2,1,3,1,60,1,2,2,1
0.02534574,1,58,1,10, , ,6,4,3,1,3,5,4,20,1,2,2,2
0.03801861,2,54,1,10,8, ,6,5,4,1,3, ,4,30,1,2,2,2
0.07603722,1,42,1,10,1,6,1,3,4,1,3,4,5,60,1,2,1,2
0.07603722,2,42,1,6,10,1,3,1,6,1, , ,1,60,1,2,1,2
0.03801861,2,16,1,10, , ,3,4,1,1, , ,2,30,1,2,2,1
0.5069148,1,46,1,8,6,10,5,7,6,2,4,3,2,150,1,2,1,2
0.11405583,2,41,1,10,6, ,6,5,7,1,4,3,4,90,1,2,1,2
0.07603722,1,15,1,10, , ,6,1, ,1, , ,1,60,1,2,1,2
0.11405583,1,13,1,10, , ,6, , ,1,4,3,2,90,1,2,2,2
0.15207444,1,59,1,10, , ,6, , ,1, , ,2,120,1,2,2,2
0.03801861,1,31,1,10,13, ,1,3,6,1,3, ,2,30,1,2,1,2
0.07603722,2,27,1,2,10, ,1,6, ,1,2, ,4,60,3,1,2,1
0.07603722,1,17,1,10, , ,6, , ,1, , ,1,60,1,2,2,2
0.3801861,1,43,1,10,2,1,1,6,4,1,2,4,2,300,1,2,1,1
0.07603722,2,43,1,10,1,2,7,6,1,1,2, ,1,60,1,1,2,1
0.30414888,2,15,1,10,2,1,6,7, ,1,2, ,1,240,1,2,1,2
0.30414888,2,14,1,10,2,1,6,7, ,1,2, ,1,240,1,2,1,2
0.031682175,1,37,1,10, , ,6,7, ,1,3,4,1,25,1,2,1,2
0.019009305,2,55,1,10,1,8,6,1,5,1,3,5,1,15,1,2,1,2
